",sgSCR_pre_r1,sgSCR_pre_r2,sgSCR_pre_r3,MBD2KO_pre_r1,MBD2KO_pre_r2,MBD2KO_pre_r3,sgSCR_post_r1,sgSCR_post_r2,sgSCR_post_r3,MBD2KO_post_r1,MBD2KO_post_r2,MBD2KO_post_r3"
"10836" ",\"SETP22,26,29,25,37,25,21,17,15,19,10,22,13\""
"10837" ",\"SETP3,112,188,79,175,95,119,83,127,77,62,71,42\""
"10838" ",\"SETSIP,404,551,384,501,418,369,317,405,272,195,253,187\""
"10839" ",\"SETX,3334,4449,3011,4159,2818,3252,3925,4940,3482,2908,3087,2335\""
"10840" ",\"SF1,683,955,718,823,665,665,981,1276,754,654,728,640\""
"10841" ",\"SF3A1,487,690,447,573,533,491,505,552,388,338,379,334\""
"10842" ",\"SF3A2,141,202,127,184,144,131,255,329,169,179,150,127\""
"10843" ",\"SF3A3,1976,2646,1903,2485,2014,2162,1443,1905,1315,971,1125,835\""
"10844" ",\"SF3A3P1,205,264,214,300,193,241,187,221,126,134,116,71\""
"10845" ",\"SF3A3P2,205,271,157,269,221,215,154,220,122,93,111,67\""
"10846" ",\"SF3B1,7804,10492,7174,10231,7146,7907,6258,8126,5776,5705,6198,4336\""
"10847" ",\"SF3B2,1038,1429,974,1297,1141,1105,1035,1173,746,686,760,647\""
"10848" ",\"SF3B3,3677,5189,3781,5194,4447,4186,3707,4910,3517,2990,3134,2598\""
"10849" ",\"SF3B4,84,127,90,105,97,87,107,128,67,71,65,58\""
"10850" ",\"SF3B5,1423,2049,1436,2114,1785,1582,1060,1423,930,772,787,712\""
"10851" ",\"SF3B6,1070,1502,873,1486,1075,1079,844,1117,752,662,688,476\""
"10852" ",\"SFI1,310,429,365,335,332,232,305,416,319,207,211,176\""
"10853" ",\"SFMBT1,216,340,226,301,240,269,240,283,196,136,160,128\""
"10854" ",\"SFMBT2,19,46,21,125,87,96,34,41,29,57,65,49\""
"10855" ",\"SFPQ,6711,9394,6474,8358,6758,6435,7296,9524,6515,6212,7055,5284\""
"10856" ",\"SFPQP1,12,20,16,18,12,23,13,7,15,17,9,13\""
"10857" ",\"SFR1,147,174,118,189,148,166,180,213,195,190,196,131\""
"10858" ",\"SFSWAP,659,899,668,828,781,693,701,938,681,624,667,594\""
"10859" ",\"SFT2D1,501,687,525,666,481,536,524,687,526,372,431,352\""
"10860" ",\"SFT2D2,613,784,476,576,532,543,648,706,533,396,379,329\""
"10861" ",\"SFXN1,982,1445,1044,1285,1043,1084,923,1167,907,493,597,454\""
"10862" ",\"SFXN2,184,270,199,220,240,207,131,173,119,77,78,72\""
"10863" ",\"SFXN3,148,219,181,123,137,118,65,60,53,33,30,22\""
"10864" ",\"SFXN4,386,545,377,626,463,501,384,539,387,377,396,287\""
"10865" ",\"SFXN5,139,197,158,257,221,192,200,247,154,192,172,143\""
"10866" ",\"SGF29,93,110,107,156,121,100,108,139,114,98,99,72\""
"10867" ",\"SGK1,524,596,386,501,305,325,1280,1700,1194,1233,1280,1036\""
"10868" ",\"SGK3,12,17,6,13,8,21,9,10,9,11,7,8\""
"10869" ",\"SGMS1,872,1117,831,1085,822,866,784,920,719,669,697,526\""
"10870" ",\"SGMS1-AS1,38,51,38,31,32,21,31,30,25,45,46,37\""
"10871" ",\"SGO1,149,206,165,201,152,143,203,252,157,146,178,119\""
"10872" ",\"SGO2,1116,1533,987,1449,1096,1245,752,956,727,679,829,501\""
"10873" ",\"SGPL1,57,82,56,45,35,30,43,60,29,12,15,11\""
"10874" ",\"SGPP1,1206,1465,1161,857,578,667,1506,1706,1424,807,869,583\""
"10875" ",\"SGPP2,17,18,17,18,8,15,11,14,4,9,7,4\""
"10876" ",\"SGSM2,219,308,291,291,310,252,193,269,158,126,144,100\""
"10877" ",\"SGSM3,174,239,191,218,194,163,159,258,166,124,123,120\""
"10878" ",\"SGTA,131,212,152,233,212,185,179,239,134,127,127,140\""
"10879" ",\"SGTB,117,152,93,107,87,121,51,61,34,21,32,28\""
"10880" ",\"SH2B1,62,97,91,82,89,74,113,146,99,70,115,81\""
"10881" ",\"SH2B3,448,646,522,720,600,521,869,1119,745,973,1095,1013\""
"10882" ",\"SH2D3A,22,39,33,26,32,19,22,32,24,6,5,9\""
"10883" ",\"SH2D3C,8,14,12,16,16,7,8,12,4,7,14,6\""
"10884" ",\"SH2D6,1,9,2,12,12,5,3,9,7,12,10,12\""
"10885" ",\"SH3BGR,35,41,30,30,28,26,36,52,36,40,38,27\""
"10886" ",\"SH3BGRL,2041,2576,1762,2009,1417,1597,1919,2283,1754,1352,1487,1025\""
"10887" ",\"SH3BGRL2,15,7,9,148,131,131,22,19,13,183,231,187\""
"10888" ",\"SH3BGRL3,21,48,23,30,32,25,52,58,33,24,25,22\""
"10889" ",\"SH3BP1,14,23,7,13,19,13,7,17,8,3,6,4\""
"10890" ",\"SH3BP2,156,219,183,185,183,165,257,303,261,208,253,196\""
"10891" ",\"SH3BP5-AS1,14,23,14,22,20,24,26,26,25,32,39,26\""
"10892" ",\"SH3BP5L,287,426,329,458,458,343,309,374,271,290,325,302\""
"10893" ",\"SH3D19,9,16,7,14,12,21,11,14,16,10,13,6\""
"10894" ",\"SH3GL1,123,204,178,180,249,196,190,300,188,265,263,233\""
"10895" ",\"SH3GL1P2,16,12,12,11,10,9,19,10,20,4,8,14\""
"10896" ",\"SH3GLB1,969,1206,846,1004,843,855,746,890,596,480,553,398\""
"10897" ",\"SH3GLB2,819,1286,967,1273,1287,938,1291,1708,1108,986,1047,892\""
"10898" ",\"SH3KBP1,142,185,120,64,51,30,89,119,59,29,33,25\""
"10899" ",\"SH3PXD2A,184,288,208,285,227,260,235,228,158,124,155,109\""
"10900" ",\"SH3TC2,522,705,589,556,419,367,779,1013,735,541,555,455\""
"10901" ",\"SH3TC2-DT,5,8,13,10,10,7,18,28,18,20,13,15\""
"10902" ",\"SH3YL1,361,481,373,473,319,389,423,450,338,328,366,257\""
"10903" ",\"SHANK2,17,31,18,120,91,76,20,19,15,39,31,21\""
"10904" ",\"SHARPIN,174,199,180,249,245,186,364,540,341,380,477,405\""
"10905" ",\"SHB,10,13,14,43,34,33,23,20,13,16,22,21\""
"10906" ",\"SHC1,152,221,156,184,216,160,216,292,150,174,185,173\""
"10907" ",\"SHCBP1,856,1243,864,1021,803,916,743,1002,689,642,673,519\""
"10908" ",\"SHCBP1L,274,324,257,274,190,191,269,315,234,183,168,142\""
"10909" ",\"SHE,225,287,227,310,236,275,250,309,203,197,190,142\""
"10910" ",\"SHF,11,15,7,22,21,21,9,24,10,17,19,13\""
"10911" ",\"SHFL,69,121,73,92,90,70,94,121,83,53,46,46\""
"10912" ",\"SHISA5,373,555,439,429,501,345,271,316,217,203,251,195\""
"10913" ",\"SHISA7,40,73,41,78,95,70,21,21,14,38,41,28\""
"10914" ",\"SHKBP1,292,491,419,380,460,373,286,390,291,130,116,134\""
"10915" ",\"SHLD1,58,75,55,72,46,59,70,103,68,59,54,46\""
"10916" ",\"SHLD2,1084,1419,1017,1325,972,1228,604,744,570,357,384,268\""
"10917" ",\"SHLD2P1,407,545,368,428,328,453,233,291,178,117,151,75\""
"10918" ",\"SHLD2P2,98,123,63,101,69,111,67,76,45,40,35,31\""
"10919" ",\"SHLD2P3,148,168,104,160,127,134,74,111,51,43,41,29\""
"10920" ",\"SHLD3,68,94,63,77,55,64,88,107,79,43,80,37\""
"10921" ",\"SHMT1,280,457,358,390,376,304,242,315,241,126,182,126\""
"10922" ",\"SHMT1P1,15,13,9,14,16,8,11,18,15,8,16,6\""
"10923" ",\"SHMT2,1660,2247,1809,2357,1915,1535,1507,2304,1524,1406,1579,1330\""
"10924" ",\"SHOC1,14,21,10,8,5,8,10,26,13,7,10,6\""
"10925" ",\"SHOC2,867,1219,801,1107,813,889,741,944,687,623,742,539\""
"10926" ",\"SHOX2,13,13,19,19,22,15,10,15,3,15,10,12\""
"10927" ",\"SHPK,50,68,52,88,67,63,37,48,45,32,50,38\""
"10928" ",\"SHPRH,1720,2174,1529,2169,1348,1658,1666,2149,1508,1281,1351,945\""
"10929" ",\"SHQ1,493,657,445,548,380,524,389,520,353,222,226,165\""
"10930" ",\"SHROOM1,11,20,9,14,21,13,3,3,4,0,4,1\""
"10931" ",\"SHROOM2P1,43,61,60,31,22,24,43,70,56,30,28,25\""
"10932" ",\"SIAE,141,185,132,145,113,103,148,194,115,76,86,57\""
"10933" ",\"SIAH1,129,165,99,169,111,105,192,193,131,152,169,97\""
"10934" ",\"SIAH2,823,1115,847,1343,1027,1013,937,1258,820,1406,1425,1247\""
"10935" ",\"SIAH2-AS1,17,22,16,26,24,26,17,27,22,34,26,22\""
"10936" ",\"SIDT2,87,164,117,144,175,120,105,170,105,106,125,100\""
"10937" ",\"SIGIRR,40,70,47,85,72,53,103,124,90,95,107,110\""
"10938" ",\"SIGLEC10,2,4,3,2,8,1,11,12,6,9,15,8\""
"10939" ",\"SIGLEC17P,54,84,70,43,41,23,12,21,12,7,8,8\""
"10940" ",\"SIGLEC6,644,815,656,353,262,230,316,463,291,49,48,48\""
"10941" ",\"SIGMAR1,741,1214,993,1204,1122,903,765,1208,737,653,659,591\""
"10942" ",\"SIK1,11,20,9,19,22,17,21,21,23,21,25,19\""
"10943" ",\"SIK2,360,502,351,465,387,402,352,388,241,375,406,344\""
"10944" ",\"SIK3,408,545,375,497,437,412,427,474,323,301,293,255\""
"10945" ",\"SIKE1,984,1313,839,1280,961,1028,855,1032,825,642,745,527\""
"10946" ",\"SIL1,489,605,498,608,529,507,243,376,260,201,216,187\""
"10947" ",\"SIM2,6,15,10,11,5,7,17,5,13,2,5,10\""
"10948" ",\"SIN3A,626,868,572,697,532,599,525,597,447,399,417,346\""
"10949" ",\"SIN3B,147,219,186,181,178,192,206,257,157,116,107,113\""
"10950" ",\"SINHCAF,746,880,612,768,550,614,715,909,594,425,482,336\""
"10951" ",\"SINHCAFP1,26,26,13,16,12,13,25,27,15,13,13,8\""
"10952" ",\"SINHCAFP2,105,123,91,118,90,94,106,144,95,55,68,39\""
"10953" ",\"SIPA1,48,81,58,129,113,107,133,147,97,209,191,181\""
"10954" ",\"SIPA1L1,695,932,714,531,432,466,279,285,199,94,119,113\""
"10955" ",\"SIPA1L3,138,197,149,175,167,138,88,86,71,35,30,28\""
"10956" ",\"SIRT1,482,679,441,673,492,557,483,579,416,556,600,389\""
"10957" ",\"SIRT2,147,165,157,197,200,145,141,219,141,134,148,150\""
"10958" ",\"SIRT3,91,145,125,155,150,134,134,177,137,215,254,262\""
"10959" ",\"SIRT4,14,17,13,33,19,23,16,29,12,14,13,7\""
"10960" ",\"SIRT5,275,437,280,327,257,205,270,362,267,178,219,147\""
"10961" ",\"SIRT6,102,178,121,158,172,149,127,207,111,97,105,95\""
"10962" ",\"SIRT7,215,362,294,434,446,293,287,415,304,306,310,230\""
"10963" ",\"SIVA1,403,553,405,640,504,452,331,454,304,290,320,267\""
"10964" ",\"SKA1,691,1031,712,724,537,551,906,1137,743,691,798,544\""
"10965" ",\"SKA2,486,615,415,618,478,491,230,353,230,274,334,223\""
"10966" ",\"SKA2P1,71,86,64,89,70,55,35,49,33,32,50,34\""
"10967" ",\"SKA3,445,587,408,486,418,439,340,472,296,263,272,218\""
"10968" ",\"SKAP1,7,8,11,4,5,2,12,12,18,9,5,7\""
"10969" ",\"SKAP2,292,355,240,299,203,255,196,199,150,121,150,107\""
"10970" ",\"SKI,175,226,194,197,203,171,274,320,223,183,191,190\""
"10971" ",\"SKIL,188,200,177,217,131,173,435,448,356,457,501,346\""
"10972" ",\"SKIV2L,457,671,509,566,562,532,615,822,558,416,499,459\""
"10973" ",\"SKP1,969,1327,790,1099,844,885,1036,1363,890,702,988,578\""
"10974" ",\"SKP1P1,263,365,247,331,283,255,275,391,236,213,238,177\""
"10975" ",\"SKP2,1797,2482,1692,1941,1555,1680,1057,1320,987,620,620,465\""
"10976" ",\"SLAIN1,30,54,40,32,14,28,26,34,28,7,7,4\""
"10977" ",\"SLAIN2,505,748,560,669,558,602,580,761,486,428,463,344\""
"10978" ",\"SLBP,1229,1818,1274,1829,1457,1459,1275,1659,1082,1156,1275,964\""
"10979" ",\"SLC10A1,20,22,24,22,19,23,18,24,16,23,22,21\""
"10980" ",\"SLC10A3,38,60,62,93,113,53,137,210,148,166,256,252\""
"10981" ",\"SLC10A4,328,513,366,431,418,419,249,304,247,133,135,110\""
"10982" ",\"SLC10A5,10,12,3,14,9,13,11,19,10,14,19,9\""
"10983" ",\"SLC10A7,179,245,180,163,158,132,168,215,155,80,104,72\""
"10984" ",\"SLC11A1,116,200,149,150,147,116,97,117,81,44,52,28\""
"10985" ",\"SLC11A2,826,997,803,1409,886,1078,1374,1592,1118,1668,1703,1335\""
"10986" ",\"SLC12A2,388,541,415,496,403,451,237,273,211,153,183,127\""
"10987" ",\"SLC12A4,69,85,78,139,133,117,193,281,179,245,225,217\""
"10988" ",\"SLC12A6,1620,2029,1484,1685,1425,1404,2114,2418,1712,1171,1188,885\""
"10989" ",\"SLC12A7,334,544,393,505,567,359,461,595,387,370,419,399\""
"10990" ",\"SLC12A8,38,48,44,73,68,66,19,12,16,8,10,9\""
"10991" ",\"SLC12A9,123,175,138,105,154,108,69,94,62,25,31,42\""
"10992" ",\"SLC13A4,23,30,12,42,26,25,36,39,17,79,68,48\""
"10993" ",\"SLC14A1,221,298,263,177,118,132,331,388,239,249,230,232\""
"10994" ",\"SLC15A2,21,23,14,24,16,15,19,17,14,9,3,4\""
"10995" ",\"SLC15A4,210,302,215,268,227,256,171,198,159,142,152,118\""
"10996" ",\"SLC16A1,6573,8793,5941,7943,6260,6951,2658,3539,2599,2166,2428,1770\""
"10997" ",\"SLC16A1-AS1,83,131,88,94,74,85,97,98,72,39,58,49\""
"10998" ",\"SLC16A10,18,18,25,120,75,105,10,16,9,35,44,33\""
"10999" ",\"SLC16A1P1,10,16,11,16,15,11,6,2,6,2,4,6\""
"11000" ",\"SLC16A3,112,161,136,647,673,498,142,201,119,344,358,338\""
"11001" ",\"SLC16A4,76,73,48,81,55,59,85,101,79,89,73,63\""
"11002" ",\"SLC16A6,27,34,22,23,18,18,26,35,27,15,17,10\""
"11003" ",\"SLC16A6P1,30,30,30,33,26,19,28,43,26,19,23,20\""
"11004" ",\"SLC16A7,802,1025,696,884,616,808,756,838,714,497,500,322\""
"11005" ",\"SLC16A8,13,19,11,3,7,1,30,21,12,6,1,5\""
"11006" ",\"SLC16A9,18,35,23,46,25,33,200,262,171,276,303,218\""
"11007" ",\"SLC17A5,189,245,172,263,228,257,161,211,160,158,185,105\""
"11008" ",\"SLC17A9,190,292,227,240,305,212,146,206,163,88,103,118\""
"11009" ",\"SLC18A2,35,31,30,34,25,30,36,25,22,22,25,9\""
"11010" ",\"SLC18B1,3555,4315,3357,4998,3188,3396,4324,5166,3838,2881,2747,2041\""
"11011" ",\"SLC19A1,228,396,301,521,631,503,306,363,220,280,250,267\""
"11012" ",\"SLC19A2,236,374,255,309,271,258,237,265,200,177,193,154\""
"11013" ",\"SLC1A4,27,34,31,35,20,19,108,114,84,103,116,96\""
"11014" ",\"SLC1A5,1063,1463,1235,1771,1637,1113,1527,1994,1392,1971,2120,2140\""
"11015" ",\"SLC20A1,1302,1682,1221,1913,1343,1502,1402,1633,1124,1264,1312,1029\""
"11016" ",\"SLC20A2,364,498,380,491,425,411,337,401,272,279,279,204\""
"11017" ",\"SLC22A16,65,92,68,344,216,239,165,168,101,383,309,287\""
"11018" ",\"SLC22A18,13,13,4,15,11,10,11,12,19,16,14,12\""
"11019" ",\"SLC22A23,181,278,209,347,355,260,447,561,366,475,521,480\""
"11020" ",\"SLC22A4,4,15,15,51,46,44,122,152,110,360,375,257\""
"11021" ",\"SLC22A5,35,52,32,38,50,50,70,95,55,70,77,67\""
"11022" ",\"SLC23A1,6,5,10,14,4,11,4,7,8,7,8,4\""
"11023" ",\"SLC23A2,104,165,126,107,114,97,143,149,109,50,69,46\""
"11024" ",\"SLC24A1,66,80,55,77,54,65,72,75,59,97,79,54\""
"11025" ",\"SLC24A3,11,15,16,5,5,2,9,14,2,0,2,2\""
"11026" ",\"SLC25A1,191,309,218,260,296,207,203,254,154,126,137,135\""
"11027" ",\"SLC25A10,55,91,85,81,104,75,52,86,57,32,29,28\""
"11028" ",\"SLC25A11,284,378,304,421,416,314,224,391,216,189,198,186\""
"11029" ",\"SLC25A12,379,498,289,514,358,398,215,299,227,116,156,114\""
"11030" ",\"SLC25A13,581,837,580,810,695,773,585,754,557,415,502,393\""
"11031" ",\"SLC25A14,105,143,87,106,85,87,59,68,56,43,47,25\""
"11032" ",\"SLC25A14P1,5,9,4,9,8,3,20,14,11,7,12,6\""
"11033" ",\"SLC25A15,374,549,407,451,379,362,532,678,453,254,266,218\""
"11034" ",\"SLC25A16,273,366,227,348,275,282,244,352,261,273,294,205\""
"11035" ",\"SLC25A17,437,601,413,587,463,482,488,623,426,367,469,307\""
"11036" ",\"SLC25A19,100,177,157,186,191,187,135,157,124,111,87,104\""
"11037" ",\"SLC25A20,316,415,307,444,358,350,193,237,154,179,192,137\""
"11038" ",\"SLC25A20P1,15,19,16,11,6,15,5,3,6,9,5,6\""
"11039" ",\"SLC25A21,1305,1820,1170,1981,1355,1555,1426,1719,1312,1466,1539,1075\""
"11040" ",\"SLC25A21-AS1,59,63,34,52,29,24,93,107,61,73,75,49\""
"11041" ",\"SLC25A22,25,34,36,29,54,36,24,27,25,9,16,18\""
"11042" ",\"SLC25A23,30,25,34,57,30,36,43,38,23,25,33,22\""
"11043" ",\"SLC25A24,73,90,68,35,26,43,8,8,7,8,2,3\""
"11044" ",\"SLC25A25,254,297,317,468,407,353,268,355,245,272,265,221\""
"11045" ",\"SLC25A25-AS1,23,36,29,34,20,15,36,48,39,26,32,32\""
"11046" ",\"SLC25A26,257,357,254,320,261,281,180,238,180,137,141,107\""
"11047" ",\"SLC25A28,170,215,166,205,193,160,163,290,164,139,163,144\""
"11048" ",\"SLC25A29,74,110,89,132,105,81,42,54,35,21,16,20\""
"11049" ",\"SLC25A3,4316,6223,4273,5941,4911,4746,3775,5071,3457,3245,3746,2952\""
"11050" ",\"SLC25A30,49,49,33,48,30,41,40,45,44,22,43,21\""
"11051" ",\"SLC25A32,1110,1445,998,1099,821,1209,573,635,513,313,302,268\""
"11052" ",\"SLC25A33,105,139,101,149,117,138,96,132,78,48,58,43\""
"11053" ",\"SLC25A35,11,13,15,8,15,12,27,21,6,9,9,10\""
"11054" ",\"SLC25A36,1164,1554,1081,1272,989,1028,1264,1543,1244,1057,1201,780\""
"11055" ",\"SLC25A37,3816,5435,4250,11600,10054,8278,10151,13165,8825,33809,38009,31634\""
"11056" ",\"SLC25A38,319,466,389,531,421,375,454,661,417,473,585,436\""
"11057" ",\"SLC25A38P1,25,33,26,31,20,24,37,55,11,43,42,25\""
"11058" ",\"SLC25A39,160,249,230,580,616,397,874,1325,719,1475,1733,1734\""
"11059" ",\"SLC25A39P1,13,12,8,16,9,11,7,15,6,11,15,11\""
"11060" ",\"SLC25A3P2,16,29,13,28,15,10,7,23,16,16,15,3\""
"11061" ",\"SLC25A4,222,278,246,314,265,285,243,262,233,140,156,104\""
"11062" ",\"SLC25A40,432,532,364,429,323,376,309,367,296,236,285,175\""
"11063" ",\"SLC25A42,61,106,86,168,172,114,106,104,71,183,184,177\""
"11064" ",\"SLC25A43,242,356,264,218,193,213,43,44,31,19,20,17\""
"11065" ",\"SLC25A44,138,203,161,159,164,161,177,215,141,114,129,112\""
"11066" ",\"SLC25A45,23,26,25,33,39,19,7,12,7,20,19,7\""
"11067" ",\"SLC25A46,1644,2351,1527,2158,1462,1876,996,1290,1010,1000,1101,691\""
"11068" ",\"SLC25A48-AS1,17,20,16,85,45,56,68,101,54,48,40,25\""
"11069" ",\"SLC25A5,3033,4691,3433,4689,3789,3815,2565,3366,2357,2566,2756,2200\""
"11070" ",\"SLC25A5-AS1,25,34,30,45,27,23,34,52,34,22,42,31\""
"11071" ",\"SLC25A51,334,389,298,383,298,321,349,431,282,360,339,256\""
"11072" ",\"SLC25A53,40,68,43,54,44,40,35,53,27,27,23,23\""
"11073" ",\"SLC25A5P1,20,32,9,20,18,13,17,22,9,9,19,4\""
"11074" ",\"SLC25A5P2,64,124,53,76,88,55,51,71,49,39,52,51\""
"11075" ",\"SLC25A5P5,14,35,21,30,28,26,18,25,14,17,15,8\""
"11076" ",\"SLC25A6,2958,4709,3763,5291,5785,3993,2505,3606,2158,2377,2580,2301\""
"11077" ",\"SLC25A6P2,81,101,86,96,94,107,60,58,43,57,50,45\""
"11078" ",\"SLC26A1,59,89,63,72,62,60,74,71,60,43,64,59\""
"11079" ",\"SLC26A2,2893,3614,2723,3195,2394,2991,2568,3110,2404,1220,1335,1086\""
"11080" ",\"SLC26A4,5,2,4,4,8,7,15,23,13,27,17,10\""
"11081" ",\"SLC26A6,166,219,165,226,233,216,134,195,119,71,98,80\""
"11082" ",\"SLC27A1,22,38,18,23,20,15,25,33,15,18,19,11\""
"11083" ",\"SLC27A2,851,1094,827,844,617,727,255,358,260,97,127,97\""
"11084" ",\"SLC27A3,9,19,13,14,17,11,7,16,7,10,7,9\""
"11085" ",\"SLC27A4,178,303,196,265,264,226,135,171,127,114,96,124\""
"11086" ",\"SLC27A5,451,643,426,640,511,462,312,387,263,181,201,187\""
"11087" ",\"SLC28A3,0,3,1,14,6,13,1,0,0,2,3,9\""
"11088" ",\"SLC29A1,195,338,248,498,542,366,470,637,391,713,830,782\""
"11089" ",\"SLC29A2,59,104,67,114,134,97,95,171,102,83,89,73\""
"11090" ",\"SLC29A3,12,17,13,19,16,19,6,8,3,3,3,4\""
"11091" ",\"SLC2A1,517,754,567,1983,1725,1406,985,1332,863,5021,5349,4662\""
"11092" ",\"SLC2A1-AS1,7,8,5,18,13,10,23,25,13,34,41,35\""
"11093" ",\"SLC2A11,35,33,29,35,30,32,22,58,32,27,37,34\""
"11094" ",\"SLC2A12,12,10,6,15,5,5,14,29,6,11,12,12\""
"11095" ",\"SLC2A13,324,361,305,421,297,282,390,473,395,292,323,237\""
"11096" ",\"SLC2A14,22,13,18,122,96,120,24,22,16,76,76,74\""
"11097" ",\"SLC2A3,117,175,134,174,144,173,75,87,43,33,42,32\""
"11098" ",\"SLC2A3P4,63,104,57,73,53,59,41,54,35,27,36,20\""
"11099" ",\"SLC2A4,87,110,102,130,118,104,142,177,83,193,170,180\""
"11100" ",\"SLC2A4RG,61,77,47,57,96,67,90,133,94,155,178,155\""
"11101" ",\"SLC2A6,7,14,7,29,31,11,6,5,4,3,8,2\""
"11102" ",\"SLC2A8,17,41,26,40,43,26,36,69,41,31,37,35\""
"11103" ",\"SLC30A1,35,40,39,237,135,118,839,918,743,2076,2211,1437\""
"11104" ",\"SLC30A10,0,3,0,40,24,27,15,5,5,119,138,98\""
"11105" ",\"SLC30A5,1355,1753,1184,1581,1140,1212,993,1075,873,572,675,454\""
"11106" ",\"SLC30A6,1218,1547,1076,1295,812,906,1347,1617,1210,978,1045,737\""
"11107" ",\"SLC30A7,518,749,517,580,446,493,617,710,538,392,419,342\""
"11108" ",\"SLC30A9,2063,2699,1804,2313,1591,1752,1702,2266,1550,1495,1632,1131\""
"11109" ",\"SLC31A1,823,1139,842,1181,1050,1013,569,732,493,663,710,524\""
"11110" ",\"SLC31A1P1,33,77,47,53,73,55,25,34,44,35,24,27\""
"11111" ",\"SLC33A1,667,936,623,884,637,657,1129,1416,1069,849,944,669\""
"11112" ",\"SLC35A1,159,161,129,141,98,101,115,124,111,83,90,62\""
"11113" ",\"SLC35A2,81,131,107,115,125,85,76,121,75,74,86,58\""
"11114" ",\"SLC35A3,386,524,316,428,325,371,387,487,370,287,315,199\""
"11115" ",\"SLC35A4,103,159,131,141,168,141,161,202,151,117,118,136\""
"11116" ",\"SLC35A5,427,475,340,444,355,358,295,364,237,284,317,212\""
"11117" ",\"SLC35B1,270,378,253,370,342,290,249,328,226,184,179,152\""
"11118" ",\"SLC35B2,362,551,425,580,478,456,261,366,247,256,262,234\""
"11119" ",\"SLC35B3,417,656,460,505,409,417,362,479,354,320,318,236\""
"11120" ",\"SLC35B4,429,606,395,403,325,365,231,273,175,115,118,87\""
"11121" ",\"SLC35C1,26,40,34,20,41,33,17,22,15,9,6,10\""
"11122" ",\"SLC35C2,194,329,277,308,310,286,235,289,209,178,261,198\""
"11123" ",\"SLC35D1,598,757,572,459,370,355,154,296,210,105,149,79\""
"11124" ",\"SLC35D2,86,102,68,155,113,120,55,76,57,44,64,39\""
"11125" ",\"SLC35E1,225,335,236,291,288,238,212,241,166,133,175,148\""
"11126" ",\"SLC35E2A,26,41,35,30,31,34,50,55,45,58,42,56\""
"11127" ",\"SLC35E2B,327,536,358,505,430,354,402,545,327,387,385,372\""
"11128" ",\"SLC35E3,189,268,180,211,206,192,98,113,81,59,73,56\""
"11129" ",\"SLC35E4,5,11,5,9,14,10,7,8,10,5,6,8\""
"11130" ",\"SLC35F2,122,143,126,50,46,56,34,49,37,3,3,5\""
"11131" ",\"SLC35F5,745,1014,676,823,589,740,611,727,557,400,440,293\""
"11132" ",\"SLC35F6,112,194,152,153,148,147,60,63,46,22,31,39\""
"11133" ",\"SLC35G1,165,201,139,177,176,156,129,175,115,80,90,58\""
"11134" ",\"SLC35G2,13,6,7,8,5,6,16,13,11,6,2,2\""
"11135" ",\"SLC35G6,8,16,13,6,8,7,12,18,18,18,9,13\""
"11136" ",\"SLC36A1,614,756,587,955,786,781,566,592,431,697,725,676\""
"11137" ",\"SLC36A4,307,381,275,363,287,321,142,151,135,119,106,79\""
"11138" ",\"SLC37A1,110,128,110,207,178,155,84,104,75,104,109,99\""
"11139" ",\"SLC37A2,18,19,16,36,31,19,45,51,44,34,52,24\""
"11140" ",\"SLC37A3,158,188,167,257,170,184,181,221,185,124,169,121\""
"11141" ",\"SLC37A4,415,632,461,721,667,535,361,534,358,535,584,493\""
"11142" ",\"SLC38A1,2447,3188,2169,3009,2107,2224,1922,2306,1708,1223,1268,996\""
"11143" ",\"SLC38A10,323,479,394,390,423,318,323,403,268,182,199,180\""
"11144" ",\"SLC38A2,4558,5565,4452,6537,3939,4749,5015,6150,4636,5146,5246,4059\""
"11145" ",\"SLC38A5,472,708,567,884,949,759,396,557,331,340,434,394\""
"11146" ",\"SLC38A6,235,342,235,337,233,284,271,334,242,185,171,123\""
"11147" ",\"SLC38A7,76,91,65,101,95,96,95,113,50,67,65,43\""
"11148" ",\"SLC38A9,417,544,354,479,342,376,333,440,308,204,257,166\""
"11149" ",\"SLC39A1,318,447,384,571,494,451,172,250,182,148,160,130\""
"11150" ",\"SLC39A10,3480,4892,3310,3887,3031,3381,956,1171,867,522,577,437\""
"11151" ",\"SLC39A11,304,389,334,220,197,159,217,255,185,83,95,58\""
"11152" ",\"SLC39A13,29,52,36,54,59,31,41,61,35,30,23,18\""
"11153" ",\"SLC39A14,347,543,384,703,618,706,162,216,137,176,194,174\""
"11154" ",\"SLC39A3,678,939,775,1078,909,723,991,1178,905,1007,1057,1059\""
"11155" ",\"SLC39A4,61,96,70,102,170,100,88,144,74,78,113,110\""
"11156" ",\"SLC39A6,472,609,409,266,206,246,320,396,306,164,164,137\""
"11157" ",\"SLC39A7,856,1346,990,1415,1275,1248,600,815,548,598,588,518\""
"11158" ",\"SLC39A8,3486,4689,3171,4199,3088,3272,3462,4305,3145,3708,4003,2901\""
"11159" ",\"SLC39A9,1026,1438,1032,1248,1017,1072,901,1175,854,679,765,635\""
"11160" ",\"SLC3A1,9,9,11,16,5,5,12,17,12,19,19,13\""
"11161" ",\"SLC3A2,1444,1997,1565,2639,2010,1643,2521,3442,2420,3200,3458,2987\""
